pais,entidad,relacion,objeto
chile,el camahueto destructor,captura,extremadamente peligrosa
chile,el camahueto destructor,cuerno_tiene,propiedades mágicas curativas
chile,el camahueto destructor,destino,corre hacia el mar arrasando todo
chile,el camahueto destructor,origen,fragmento de cuerno plantado en tierra
chile,el camahueto destructor,pertenece_a,chile
chile,el camahueto destructor,región,chile central
chile,el camahueto destructor,semejante_a,ternero con un cuerno
chile,el camahueto destructor,tiempo_de_gestación,veinte o treinta años
chile,el cuero,apariencia,cuero de vaca extendido y plano
chile,el cuero,ataque,envuelve víctima y arrastra al fondo
chile,el cuero,bordes_con,tentáculos con garfios afilados
chile,el cuero,camuflaje,flota como objeto inofensivo
chile,el cuero,destrucción,ramas espinosas que perforan su cuerpo
chile,el cuero,habita_en,"lagos, lagunas y pozas profundas"
chile,el cuero,pertenece_a,chile
chile,el cuero,región,chile central
chile,el cuero,simboliza,peligros de aguas profundas
chile,el futre,apariencia,traje fino
chile,el futre,asociado_con,apariciones nocturnas
chile,el futre,contexto,zona cordillerana
chile,el futre,contexto_social,figura del hombre elegante
chile,el futre,función_en_leyenda,personaje misterioso
chile,el futre,función_narrativa,misterio urbano
chile,el futre,geografía,cordillerana mendocina
chile,el futre,parte_de,cultura cuyana
chile,el futre,personaje,vestido elegantemente
chile,el futre,presente_en,cuyo argentina y chile
chile,el futre,presente_en,folclore chileno
chile,el futre,región_compartida,argentina y chile
chile,el futre,representa,misterio y elegancia
chile,el futre,similar_a,otras leyendas de personajes elegantes
chile,el futre,tipo,leyenda popular
chile,el futre,tipo_de_relato,leyenda urbana
chile,el futre,transmisión,tradición oral
chile,el futre,término_futre_significa,persona que viste elegantemente
chile,el futre,vigencia,aún se cuenta
chile,el habiloso omorra,capacidades,inventar herramientas y resolver problemas
chile,el habiloso omorra,característica_principal,ingenio y habilidad extraordinaria
chile,el habiloso omorra,familia,yoáloj
chile,el habiloso omorra,legado,figura legendaria entre los yamanas
chile,el habiloso omorra,pertenece_a,chile
chile,el habiloso omorra,región,archipiélago del cabo de hornos
chile,el habiloso omorra,representa,valor de la astucia y adaptación
chile,el huallepeñ deformador,apariencia,ternero deforme monstruoso
chile,el huallepeñ deformador,causa,deformidades en niños por nacer
chile,el huallepeñ deformador,habita_en,pantanos y lugares húmedos
chile,el huallepeñ deformador,pertenece_a,chile
chile,el huallepeñ deformador,protección,bautismo y amuletos religiosos
chile,el huallepeñ deformador,región,chile central
chile,el huallepeñ deformador,representa,temores sobre embarazo y deformaciones
chile,el huallepeñ deformador,víctimas_principales,niños no bautizados y embarazadas
chile,el impetuoso cherruve,anuncia,desgracias inminentes
chile,el impetuoso cherruve,apaciguado_mediante,ofrendas y ceremonias
chile,el impetuoso cherruve,asociado_con,erupciones volcánicas y terremotos
chile,el impetuoso cherruve,es,espíritu maligno de volcanes
chile,el impetuoso cherruve,pertenece_a,chile
chile,el impetuoso cherruve,región,chile central
chile,el impetuoso cherruve,representa,fuerzas telúricas incontrolables
chile,el impetuoso cherruve,se_manifiesta_como,bola de fuego nocturna
chile,el paraiso de chungara,aguas_con,propiedades mágicas curativas
chile,el paraiso de chungara,característica,extraordinaria belleza natural
chile,el paraiso de chungara,considerado,lugar sagrado y paraíso terrenal
chile,el paraiso de chungara,fauna,"flamencos, patos, gaviotas y vicuñas"
chile,el paraiso de chungara,leyenda,ciudad submarina con espíritus protectores
chile,el paraiso de chungara,pertenece_a,chile
chile,el paraiso de chungara,región,norte grande altiplano
chile,el paraiso de chungara,rodeado_por,volcanes payachatas parinacota y pomerape
chile,el paraiso de chungara,ubicación,más de 4500 metros de altitud
chile,el piuchén succedor,activo,durante la noche
chile,el piuchén succedor,ataca,ganado y personas debilitadas
chile,el piuchén succedor,es,criatura vampírica serpiente alada
chile,el piuchén succedor,pertenece_a,chile
chile,el piuchén succedor,protección,"cruces bendecidas, ajo y canelo"
chile,el piuchén succedor,región,chile central
chile,el piuchén succedor,representa,temores nocturnos y muertes inexplicables
chile,el piuchén succedor,se_alimenta_de,sangre de animales y humanos
chile,el piuchén succedor,síntomas_en_víctimas,palidez y debilitamiento extremo
chile,el tiuque como mago,comportamiento,ayuda y hace travesuras
chile,el tiuque como mago,naturaleza,pájaro con poderes mágicos
chile,el tiuque como mago,pertenece_a,chile
chile,el tiuque como mago,poderes,transformación y cambio de forma
chile,el tiuque como mago,refleja,fascinación yamana por las aves
chile,el tiuque como mago,región,archipiélago del cabo de hornos
chile,el tiuque como mago,representa,ambigüedad moral
chile,el trauco,arma_mágica,bastón torcido de quilineja
chile,el trauco,capacidad,matar a distancia con su bastón
chile,el trauco,estatura,menos de un metro
chile,el trauco,explica,embarazos sin padre conocido
chile,el trauco,habita_en,bosques
chile,el trauco,pertenece_a,chile
chile,el trauco,poder,seducción irresistible sobre mujeres jóvenes
chile,el trauco,región,chile central
chile,el trauco,representa,peligros del bosque y sexualidad femenina
chile,filomela,canto_del_ruiseñor,lamento eterno
chile,filomela,comunicó_verdad,tejiendo tapiz
chile,filomela,era,princesa ateniense
chile,filomela,función_del_mito,advertencia moral
chile,filomela,hermana_de,procne
chile,filomela,historia,trágica
chile,filomela,importancia,mitología occidental
chile,filomela,mencionado_en_chile,contexto educativo
chile,filomela,mito_sobre,injusticia y venganza
chile,filomela,origen,grecia antigua
chile,filomela,presente_en,literatura clásica
chile,filomela,procne_transformada_en,golondrina
chile,filomela,representa,víctima de violencia
chile,filomela,símbolo_de,silencio forzado
chile,filomela,tereo_le_cortó,lengua
chile,filomela,tipo,personaje mitología griega
chile,filomela,transformación,castigo divino
chile,filomela,transformada_en,ruiseñor
chile,filomela,vigencia,estudiada en cultura clásica
chile,filomela,violada_por,cuñado tereo
chile,galatea,afrodita_dio,vida a estatua
chile,galatea,amaba_a,pastor acis
chile,galatea,amada_por,cíclope polifemo
chile,galatea,creada_por,escultor pigmalión
chile,galatea,era,estatua de marfil
chile,galatea,función_del_mito,belleza y creación
chile,galatea,importancia,mitología occidental
chile,galatea,inspiración,artística y literaria
chile,galatea,mencionada_en_chile,contexto educativo
chile,galatea,mito_sobre,poder del amor
chile,galatea,origen,grecia antigua
chile,galatea,pigmalión_se_enamoró,de su creación
chile,galatea,presente_en,literatura clásica
chile,galatea,representa,amor ideal
chile,galatea,símbolo_de,creación artística
chile,galatea,también,ninfa marina
chile,galatea,tipo,personaje mitología griega
chile,galatea,transformada_en,mujer real
chile,galatea,vigencia,estudiada en cultura clásica
chile,hain,ceremonia,para perpetuar secreto
chile,hain,ceremonia,ya no se realiza
chile,hain,desde_entonces,hombres dominan
chile,hain,documentada_por,anne chapman y martin gusinde
chile,hain,duración,varios meses
chile,hain,enseñanzas,tradiciones y secretos
chile,hain,espíritus_representados,por hombres disfrazados
chile,hain,excluidas,mujeres
chile,hain,función,iniciación de jóvenes varones
chile,hain,función_social,mantener orden patriarcal
chile,hain,hombres_descubrieron,engaño de mujeres
chile,hain,importancia,fundamental en cultura selk'nam
chile,hain,lugar,choza especial alejada
chile,hain,mito_asociado,rebelión de mujeres
chile,hain,participantes,hombres adultos
chile,hain,patrimonio,cultural fueguino
chile,hain,pueblo,selk'nam u onas
chile,hain,pueblo_selk'nam,extinto
chile,hain,registro,fotográfico y etnográfico
chile,hain,representa,cosmovisión selk'nam
chile,hain,resultado,matanza de mujeres
chile,hain,según_mito_mujeres,dominaban originalmente
chile,hain,tipo,ceremonia de iniciación
chile,hain,ubicación,tierra del fuego
chile,hain,uso_de,máscaras y pinturas corporales
chile,hain,vigencia,en memoria histórica
chile,hombre chancho,aparece_en,zonas rurales
chile,hombre chancho,cada_comunidad,tiene su propia versión
chile,hombre chancho,característica,cabeza de chancho
chile,hombre chancho,comunas,cerro renca
chile,hombre chancho,comunas,sectores de valparaíso
chile,hombre chancho,comunas,talagante
chile,hombre chancho,cuerpo,humano
chile,hombre chancho,función,asustar
chile,hombre chancho,parte_de,folclore del centro de chile
chile,hombre chancho,presente_en,comunas rurales o apartadas
chile,hombre chancho,representa,temores rurales
chile,hombre chancho,también_conocido_como,hombre con cabeza de chancho
chile,hombre chancho,tipo,leyenda chilena
chile,hombre chancho,tipo_de_relato,terror local
chile,hombre chancho,transmisión,de generación en generación
chile,hombre chancho,transmisión,oral familiar
chile,hombre chancho,variantes,según comuna
chile,hombre chancho,vigencia,sigue contándose
chile,hombre chancho,zona,centro del país
chile,hombre lobo,al_retornar_humano,médico curaba cuello
chile,hombre lobo,asociados_con,yaguaretés jaguares otorongos pumas
chile,hombre lobo,aspecto_animal,solo unas horas
chile,hombre lobo,atacó,ovejas
chile,hombre lobo,bala_de_plata,producto de narrativa moderna
chile,hombre lobo,características_típicas,ferocidad fuerza astucia rapidez
chile,hombre lobo,caso_famoso,manuel blanco romasanta siglo xix
chile,hombre lobo,casos_en_españa,siglo xvi
chile,hombre lobo,causa,beber donde bebió lobo
chile,hombre lobo,causa,cubrirse con piel de lobo
chile,hombre lobo,causa,dormir desnudo a luz luna llena
chile,hombre lobo,causa,usar prenda de piel de lobo
chile,hombre lobo,causas,maldición u otro agente exterior
chile,hombre lobo,causas_de_transformación,ingerir plantas vinculadas a lobos
chile,hombre lobo,concepto_luna_llena,raramente asociado antes
chile,hombre lobo,cronista_gervase_de_tilbury,asoció con luna llena
chile,hombre lobo,en_india,tigres convertidos en humanos
chile,hombre lobo,en_latinoamérica,hombres-tigres
chile,hombre lobo,en_áfrica,hombres hiena u hombres leopardo
chile,hombre lobo,etimología,del griego lycanthropos
chile,hombre lobo,generalmente_cuando,sale luna llena
chile,hombre lobo,herido_por,lanza
chile,hombre lobo,idea_tomada_por,escritores modernos
chile,hombre lobo,luisón_del_portugués,lobisomem
chile,hombre lobo,lýkos_significa,lobo
chile,hombre lobo,manifestadas_en,humano
chile,hombre lobo,mito,originario de europa
chile,hombre lobo,no_aparece_en,leyendas tradicionales
chile,hombre lobo,origen,desconocido
chile,hombre lobo,película,romasanta la caza de la bestia 2004
chile,hombre lobo,películas_basadas,el bosque del lobo
chile,hombre lobo,petronio_refiere,transformación de soldado en lobo
chile,hombre lobo,presente_en,muchas culturas del mundo
chile,hombre lobo,referencias_contemporáneas,asesinado con bala de plata
chile,hombre lobo,runa_uturuncu,indio-tigre en quichua
chile,hombre lobo,soldado_pasaba,por tumbas con luna resplandeciente
chile,hombre lobo,superstición,tan antigua como humanidad
chile,hombre lobo,también_conocido_como,licántropo
chile,hombre lobo,también_conocido_como,luisón
chile,hombre lobo,tipo,criatura legendaria
chile,hombre lobo,transformación_puede_ser,a propósito o involuntaria
chile,hombre lobo,vinculado_con,supersticiones y magia negra
chile,hombre lobo,yaguareté-abá,tigre-capiango guaranítico
chile,hombre lobo,ánthrōpos_significa,hombre
chile,hombre polilla,asociado_con,desastres
chile,hombre polilla,avistamiento,29 septiembre 2013
chile,hombre polilla,avistamientos,antes de desastres
chile,hombre polilla,característica,grandes alas
chile,hombre polilla,coincidió_con,actividad ovni
chile,hombre polilla,comuna,providencia
chile,hombre polilla,considerado,presagio de tragedia
chile,hombre polilla,descripción,criatura humanoide
chile,hombre polilla,descripción_chicago,inmenso búho tres metros
chile,hombre polilla,descripción_santiago,criatura dos metros largas alas
chile,hombre polilla,después,epidemia gripe a en méxico
chile,hombre polilla,en_chernóbil,antes del desastre nuclear
chile,hombre polilla,en_chihuahua_méxico,marzo 2009
chile,hombre polilla,en_cornualles_inglaterra,1976-1978
chile,hombre polilla,en_cuatro_horas,distintos lugares
chile,hombre polilla,en_santiago_de_chile,desde septiembre 2013
chile,hombre polilla,en_videojuego,fallout 76 2018
chile,hombre polilla,enero_2018,continuaban avistamientos chicago
chile,hombre polilla,evento_famoso,colapso puente silver bridge
chile,hombre polilla,fecha,mayo 2017
chile,hombre polilla,hora,20:30 horas
chile,hombre polilla,juego_de_mesa,unmatched relatos asombrosos 2023
chile,hombre polilla,llamado,hombre-búho de cornualles
chile,hombre polilla,lugar,parque bustamante
chile,hombre polilla,más_casos_en,quinta normal y lo barnechea
chile,hombre polilla,ojos,rojos brillantes
chile,hombre polilla,ojos_ubicados,en pecho
chile,hombre polilla,origen_del_mito,point pleasant virginia occidental
chile,hombre polilla,película,mothman la última profecía 2002
chile,hombre polilla,persiguió,joven en camioneta
chile,hombre polilla,popularizado_por,las profecías del mothman john keel
chile,hombre polilla,primer_libro,el puente de plata gray barker 1970
chile,hombre polilla,primer_testimonio,joven en matinal mañaneros
chile,hombre polilla,primeros_avistamientos,1966-1967
chile,hombre polilla,puente_colapsó,15 diciembre 1967
chile,hombre polilla,reapareció_en,chicago estados unidos
chile,hombre polilla,serie_tv,el hombre polilla sergio kaarl 2015
chile,hombre polilla,sin,cabeza visible
chile,hombre polilla,sobrevolaba,parque
chile,hombre polilla,tamaño,más de dos metros
chile,hombre polilla,también_conocido_como,mothman
chile,hombre polilla,testigos_vieron,ovni verde
chile,hombre polilla,tipo,críptido legendario
chile,hombre polilla,total_2017_en_chicago,55 encuentros
chile,hombre polilla,tres_testigos,independientes
chile,hombre polilla,visto_en,georgia y ucrania
chile,hombre polilla,víctimas,46 personas
chile,huenchula,acarreaba_agua_desde,pozo cercano al lago huelde
chile,huenchula,al_cabo_de_un_año,llegó a casa de madre
chile,huenchula,al_llegar_al_mar,vació contenido de lapa
chile,huenchula,amante_confundido,se enfureció
chile,huenchula,amante_derribó,cerros para hacer laguna
chile,huenchula,animal_con_formas_de,lobo marino y hombre
chile,huenchula,animal_la_contemplaba,con mayor insistencia
chile,huenchula,convertida_en,guardiana de fecundidad del océano
chile,huenchula,cucao_ubicado_en,costa occidental isla grande de chiloé
chile,huenchula,dentro_del_bulto,charco de agua
chile,huenchula,dijo_que_perdió_oportunidad,conocer a su nieta
chile,huenchula,dijo_que_se_había,casado con un pez
chile,huenchula,década_de_registro,fines de 1760
chile,huenchula,ella_desobedecía,contemplaba su cara en aguas
chile,huenchula,ella_se_lo_contó_a,su amante
chile,huenchula,emergió,bella joven llamada pincoya
